Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ConceptMap-CDSCv1toCDSCv2.json	8704	3	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	9	79	48	0	0	0	0	2	0	0
fsh-generated/resources/Questionnaire-DAK.DT.IMMZ.D2.DT.BCGQuestionnaire.json	3899	1	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	5	215	41	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-BusinessProcessWorkflow.json	4493	2	0	12	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	4	255	509	0	0	0	0	9	1	0
fsh-generated/resources/StructureDefinition-BusinessProcessWorkflowSource.json	2860	1	0	5	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	173	89	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-CoreDataElement.json	2891	1	0	5	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	2	165	105	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-CoreDataElementSource.json	2644	2	0	5	0	0	0	0	0	24	0	0	1	0	0	0	0	0	0	0	1	116	87	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-DAK.json	9101	3	0	13	0	0	0	0	0	80	0	0	0	0	0	0	0	1	0	0	7	473	157	0	0	0	0	19	0	1
fsh-generated/resources/StructureDefinition-DecisionSupportLogic.json	2434	2	0	6	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	2	144	71	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-DecisionSupportLogicSource.json	2779	1	0	5	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	2	118	64	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-DublinCore.json	5677	3	0	7	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	3	293	98	0	0	0	0	11	0	0
fsh-generated/resources/StructureDefinition-FHIRSchemaBase.json	3299	1	0	4	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	2	148	72	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-FunctionalRequirement.json	3193	2	0	5	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	2	222	146	0	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-GenericPersona.json	3144	2	0	4	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	2	181	86	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-GenericPersonaSource.json	2613	1	0	3	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	115	60	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-HealthInterventions.json	2399	1	0	4	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	2	143	60	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-HealthInterventionsSource.json	2748	1	0	3	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	115	74	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-LinkIdExt.json	1152	1	0	11	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	2	116	101	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-Markdown.json	1153	1	0	8	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	118	88	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-NonFunctionalRequirement.json	2316	1	0	5	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	129	70	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-Persona.json	2465	1	0	4	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	2	145	268	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ProgramIndicator.json	3895	1	0	4	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	3	222	104	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ProgramIndicatorSource.json	2667	1	0	4	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2	115	82	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-Requirements.json	4251	1	0	14	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	2	230	114	0	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-RequirementsSource.json	2555	1	0	5	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	116	73	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-SGActivityDefinition.json	899	0	0	31	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	2	249	587	0	0	0	0	14	0	1
fsh-generated/resources/StructureDefinition-SGActorExt.json	1326	1	0	7	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	120	90	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-SGBusinessProcess.json	691	1	0	42	0	0	0	0	0	32	0	0	0	0	0	0	0	1	0	0	1	255	314	0	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-SGCodeSystem.json	811	0	0	27	0	0	0	0	0	32	0	0	1	0	0	0	0	1	0	0	1	240	329	0	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-SGCommunicationRequest.json	1033	2	0	70	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	174	249	0	0	0	0	5	1	0
fsh-generated/resources/StructureDefinition-SGConceptMap.json	811	0	0	24	1	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	1	268	244	0	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-SGDecisionTable.json	768	1	0	53	0	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	2	360	372	0	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-SGDocumentation.json	2214	1	0	10	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	1	217	100	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-SGImplementationGuide.json	9487	2	0	78	0	0	0	0	0	130	0	0	1	0	0	0	0	2	0	0	1	1480	537	0	0	0	0	39	0	1
fsh-generated/resources/StructureDefinition-SGLibrary.json	778	0	0	13	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	180	124	0	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-SGLogicalModel.json	6453	2	0	68	0	0	0	0	0	128	0	0	0	0	0	0	0	2	0	0	1	1184	1001	0	0	0	0	32	1	1
fsh-generated/resources/StructureDefinition-SGMarkdown.json	1195	1	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	117	83	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-SGMeasure.json	778	0	0	22	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	1	250	269	0	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-SGPlanDefinition.json	855	1	0	2	0	0	0	0	0	27	0	0	0	0	0	0	0	1	0	0	1	296	324	0	0	0	1	10	0	0
fsh-generated/resources/StructureDefinition-SGQuestionnaire.json	1700	1	0	31	0	0	0	0	0	30	0	0	1	0	0	0	0	1	0	0	1	327	343	0	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-SGRequirementExt.json	1304	0	0	4	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	120	107	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-SGStructureDefinition.json	790	1	0	31	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	218	275	0	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-SGStructureMap.json	1045	0	0	35	0	0	0	0	0	38	0	0	0	0	0	0	0	1	0	0	1	331	255	0	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-SGTask.json	1958	1	0	8	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	203	79	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-SGValueSet.json	789	0	0	22	1	0	0	0	0	22	0	0	0	0	0	0	0	1	0	0	1	275	179	0	0	0	0	9	1	1
fsh-generated/resources/StructureDefinition-Satisfies.json	1531	1	0	5	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	120	62	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-SushiConfigLogicalModel.json	20819	4	0	31	0	0	0	0	0	92	0	0	0	0	0	0	0	1	0	0	14	1057	221	0	0	0	0	26	0	0
fsh-generated/resources/StructureDefinition-TestScenario.json	1758	0	0	3	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	2	125	50	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-TestScenarioSource.json	2559	1	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	113	53	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-UserScenario.json	2410	1	0	2	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2	155	69	0	0	1	0	3	0	0
fsh-generated/resources/StructureDefinition-UserScenarioSource.json	2559	1	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	113	56	0	0	0	0	3	0	0
fsh-generated/resources/ValueSet-CDHIv1.1.json	1833	1	0	0	0	0	0	0	1	78	0	0	0	0	0	0	0	0	0	0	5	48	217	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-CDHIv1.2.json	2821	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	4	74	43	0	0	0	0	3	0	0
fsh-generated/resources/ValueSet-CDHIv1.3.json	2414	1	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	4	60	36	0	0	0	0	3	0	0
fsh-generated/resources/ValueSet-CDHIv1.4.json	1406	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	4	34	29	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-CDHIv1.json	476	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	7	60	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-CDHIv2.1.json	2070	1	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	4	51	39	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-CDHIv2.2.json	3082	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	4	79	42	0	0	0	0	3	0	0
fsh-generated/resources/ValueSet-CDHIv2.3.json	2641	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	3	66	32	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-CDHIv2.4.json	1864	1	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	4	45	30	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-CDHIv2.json	506	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	8	35	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-CDSCv1.json	502	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	7	25	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-CDSCv2.A.json	1118	1	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	3	38	28	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-CDSCv2.B.json	1095	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	31	24	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-CDSCv2.C.json	1259	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	40	26	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-CDSCv2.D.json	1080	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	32	24	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-CDSCv2.E.json	779	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	17	23	0	0	0	0	1	0	1
fsh-generated/resources/ValueSet-CDSCv2.json	551	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	8	26	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-CoreDataElementTypeVS.json	457	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	12	21	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-DecisionTableActions.json	492	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	9	21	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-DocumentationSection.json	521	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2	8	230	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ISCO08ValueSet.json	451	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	8	44	0	0	0	0	4	0	0
fsh-generated/resources/ValueSet-SGPersonaTypesVS.json	499	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	8	27	0	0	0	0	1	0	0
input/profiles/StructureDefinition-SGGroupDefinition.json	1505	1	0	16	0	0	0	0	0	30	0	0	1	0	0	0	0	1	0	0	2	269	247	0	0	0	0	7	0	0
input/resources/StructureDefinition-SGActor.json	1245	1	0	7	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	217	174	0	0	0	0	6	0	0
input/resources/StructureDefinition-SGCode.json	1635	0	0	3	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	164	93	0	0	0	0	5	0	0
input/resources/StructureDefinition-SGGraphDefinition.json	2982	1	0	30	0	0	0	0	0	32	0	0	0	0	0	0	0	1	0	0	1	368	201	0	0	0	0	60	0	1
input/resources/StructureDefinition-SGRequirements.json	2825	2	0	24	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	1	363	210	0	0	0	0	12	0	0
input/resources/StructureDefinition-SGString.json	1427	0	0	4	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	119	71	0	0	0	0	3	0	0
input/resources/StructureDefinition-SGTransaction.json	11715	3	0	93	0	0	0	0	0	283	0	0	1	0	0	0	0	2	0	0	1	2069	971	0	0	0	0	73	0	2
input/resources/StructureDefinition-SGUserStory.json	2170	0	0	4	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	186	93	0	0	0	0	8	0	0
/input/includes/smart.liquid	3670	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/dmn2html.xslt	6208	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1365	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	6009	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/data/ISCO-08_EN_Structure_and_definitions.xlsx	16415	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/data/README.md	1553	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/data/dhi_v1.txt	5543	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/data/system_categories.txt	914	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-CDSCv2.A.md	410	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-CDSCv2.E.md	421	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
/input/pagecontent/ClassificationDISAHv2.0.0.pdf	1611431	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-DocumentationSection.md	236	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-CDSCv2.D.md	422	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-UserScenarioSource.md	511	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/changes.md	62	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-Persona.md	259	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-FHIRSchemaBase.md	502	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-SGPersonaTypesVS.md	234	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/license.md	1462	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-DublinCore.md	367	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ValueSets-enumeration.md	1658	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-CDHIv1.3.md	366	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-RequirementsSource.md	509	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-CDSCv2.B.md	437	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-ISCO08ValueSet.md	273	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-CDHIv2.2.md	400	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-GenericPersonaSource.md	523	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-TestScenario.md	343	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-CDSCv1.md	338	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	3389	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-CoreDataElementSource.md	531	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-UserScenario.md	359	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-DecisionSupportLogicSource.md	561	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-CDHIv1.1.md	368	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/dak-api.md	239	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-CDHIv2.3.md	438	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-Requirements.md	443	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ValueSet-CoreDataElementTypeVS.md	239	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-FunctionalRequirement.md	302	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-CoreDataElement.md	418	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-HealthInterventions.md	445	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/translations/changes.pot	1220	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0
/input/pagecontent/translations/dak-api.pot	1884	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
/input/pagecontent/translations/index.pot	11782	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0
/input/pagecontent/translations/license.pot	5547	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0
/input/pagecontent/translations/downloads.pot	927	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
/input/pagecontent/smart.liquid.md	2942	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
