Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-smart.who.int.base.json	81251	-	0	0	0	0	0	0	21	110	0	0	0	0	0	0	0	1	0	0	78	258	317	0	0	0	0	14	0	1
fsh-generated/resources/ActivityDefinition-SGDecisionTableGuidance.json	926	3	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	7	28	9	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-DAK.Persona.CommunityHealthWorker.json	1306	1	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	7	14	28	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-DAK.Persona.DataManager.json	1676	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	14	14	0	0	0	0	1	0	1
fsh-generated/resources/ActorDefinition-DAK.Persona.HealthSystemManager.json	1410	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	14	13	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-DAK.Persona.HealthcareProvider.json	1819	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	14	12	0	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-DAK.Persona.Person.json	1334	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	12	9	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-DAK.Persona.System.ClientRegistry.json	1036	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	13	10	0	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-DAK.Persona.System.EMR.json	1290	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	4	13	9	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-DAK.Persona.System.HMIS.json	1097	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	12	9	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-DAK.Persona.System.InteropPlatform.json	1103	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	13	9	0	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-DAK.Persona.System.LIS.json	1099	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	12	9	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-DAK.Persona.System.LMIS.json	991	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	3	13	8	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-DAK.Persona.System.SurveillanceSystem.json	1026	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	17	8	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-SGAuthoring.Persona.BusinessAnalyst.json	1250	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	14	6	0	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-SGAuthoring.Persona.ClinicalSME.json	1215	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	14	9	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-SGAuthoring.Persona.ContentReviewer.json	1387	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	14	9	0	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-SGAuthoring.Persona.FHIRModeller.json	1344	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	11	6	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-SGAuthoring.Persona.ProgrammeManager.json	1296	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	14	6	0	0	0	0	0	0	0
